old_path,new_path,lossy_truncated,ext_missing
files/_EC_86_8C_EB_B0_A9_EA_B3_B5_EB_B6_80_20_28_EC_9E_90_EB_8F_99_EA_B0_B1_EC_8B_A0_2C_20_ED_99_94_EC_9E_AC_EC_95_88_EC_A0_84_EA_B8_B0_EC_88_A0_EA_B8_B0_EC_A4_80__EC_84_B1_EB_8A_A5_EA_B,"files/소방공부 (자동갱신, 화재안전기술기준%성능%B.pdf",True,True
files/_EC_9D_B8_EC_82_AC_EB_8B_B4_EB_8B_B9_EC_9E_90_20_EC_A7_80_EC_8B_9D_EB_B2_95_EB_A0_B9.pdf,files/인사담당자 지식법령.pdf,False,False
files/_EC_9D_98_EB_A3_8C_EC_A0_95_EB_B3_B4_EB_B3_B4_ED_98_B8.pdf,files/의료정보보호.pdf,False,False
files/_EC_A7_88_EC_84_9C_EA_B3_BC_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/질서과 법령집.pdf,False,False
files/_EC_9B_90_EC_9E_90_EB_A0_A5_20_EC_95_88_EC_A0_84_EB_B2_95.pdf,files/원자력 안전법.pdf,False,False
files/_EC_84_A0_EB_B0_95_2F_EC_84_A0_EC_9B_90_20_EA_B4_80_EA_B3_84_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/선박-선원 관계 법령집.pdf,False,False
files/_EC_82_B0_EB_A6_BC_EA_B4_80_EA_B3_84_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/산림관계법령집.pdf,False,False
files/_EB_8F_84_EC_8B_9C_EA_B3_B5_EC_9B_90_20_EB_B0_8F_20_EB_85_B9_EC_A7_80_20_EB_93_B1_EC_97_90_20_EA_B4_80_ED_95_9C_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/도시공원 및 녹지 등에 관한 법령집.pdf,False,False
files/_ED_99_98_EA_B2_BD_EA_B4_80_EB_A0_A8_EB_B2_95_EB_A0_B9.pdf,files/환경관련법령.pdf,False,False
files/_EC_9E_90_EB_8F_99_EC_B0_A8_20_EA_B4_80_EB_A6_AC_20__20_EC_86_90_ED_95_B4_EB_B0_B0_EC_83_81_20_EB_B3_B4_EC_9E_A5_20_EB_B2_95.pdf,files/자동차 관리 % 손해배상 보장 법.pdf,False,False
files/_EB_B3_91_EC_97_AD_EB_B2_95_EB_A0_B93_EB_8B_A8.pdf,files/병역법령3단.pdf,False,False
files/_EC_B4_9D_ED_8F_AC_EB_B0_8F_20_ED_99_94_EC_95_BD_EB_A5_98_20_EA_B4_80_EB_A6_AC.pdf,files/총포및 화약류 관리.pdf,False,False
files/2012_20_EA_B1_B4_EC_B6_95_EA_B4_80_EB_A0_A8_20_EB_B2_95_EA_B7_9C.pdf,files/2012 건축관련 법규.pdf,False,False
files/_ED_95_B4_EC_96_91_EC_95_88_EC_A0_84_EA_B4_80_EB_A0_A8_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/해양안전관련 법령집.pdf,False,False
files/_EB_8F_84_EB_A1_9C_EA_B5_90_ED_86_B5_EB_B2_95-_EC_8B_9C_ED_96_89_EB_A0_B9-_EC_8B_9C_ED_96_89_EA_B7_9C_EC_B9_99_282017.10.24._29.pdf,files/도로교통법-시행령-시행규칙(2017.10.24.).pdf,False,False
files/_EC_9B_90_EC_9E_90_EB_A0_A5_EC_97_B0_EA_B5_AC_20_EA_B8_B0_EA_B8_88_20_EA_B4_80_EB_A6_AC_20_EC_9A_B4_EC_98_81_EC_97_90_20_EA_B4_80_ED_95_9C_20_EB_B2_95_EB_A5_A0_20_EB_B0_8F_20_ED_96,files/원자력연구 기금 관리 운영에 관한 법률 및.pdf,True,True
files/_EA_B5_AD_EA_B0_80_EA_B3_B5_EB_AC_B4_EC_9B_90_20_EC_9D_B8_EC_82_AC_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/국가공무원 인사법령집.pdf,False,False
files/_EA_B5_AD_EA_B0_80_20_EA_B3_84_EC_95_BD_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/국가 계약 법령집.pdf,False,False
